0	20200414084132	s6	66.7	04
0	20200414084205	s5	65.9	04
0	20200414084207	s6	67.1	04
0	20200414084238	s5	66.6	04
0	20200414084239	s6	67.1	04
0	20200414084320	s5	63.6	04
0	20200414084321	s6	63.9	04
0	20200414084352	s5	65.5	04
0	20200414084446	s6	65.1	04
0	20200414084519	s5	63.3	04
0	20200414084520	s6	63.6	04
0	20200414084552	s5	65.5	04
0	20200414084553	s6	66.2	04
0	20200414084627	s6	63.4	04
0	20200414084625	s5	63.0	04
0	20200414084747	s5	64.9	04
0	20200414084822	s6	63.1	04
0	20200414084926	s5	63.5	04
0	20200414084927	s6	63.4	04
0	20200414084956	s5	62.5	04
0	20200414084958	s6	62.4	04
0	20200414085028	s5	64.7	04
0	20200414085029	s6	64.7	04
0	20200414085058	s5	64.5	04
0	20200414085130	s6	67.2	04
0	20200414085201	s5	64.9	04
0	20200414085202	s6	64.6	04
0	20200414085231	s5	67.2	04
0	20200414085232	s6	65.8	04
0	20200414085302	s5	64.8	04
0	20200414085304	s6	65.6	04
0	20200414085333	s5	67.9	04
0	20200414085404	s6	66.7	04
0	20200414085435	s5	66.6	04
0	20200414085436	s6	65.4	04
0	20200414085507	s6	67.1	04
0	20200414085533	s5	66.9	04
0	20200414085534	s6	67.1	04
0	20200414085604	s5	66.2	04
0	20200414085605	s6	67.1	04
0	20200414085706	s5	62.8	04
0	20200414085707	s6	64.4	04
0	20200414085814	s5	67.0	04
0	20200414085815	s6	67.3	04
1	20200414085858	s5	65.7	04
0	20200414085859	s6	66.6	04
0	20200414085933	s5	64.1	04
0	20200414085934	s6	63.5	04
0	20200414090007	s5	70.6	04
0	20200414090042	s6	69.1	04
0	20200414090258	s5	63.3	04
0	20200414090300	s6	64.8	04
0	20200414090333	s6	66.6	04
0	20200414090332	s5	68.0	04
0	20200414090404	s5	69.1	04
0	20200414090405	s6	69.1	04
0	20200414090438	s5	70.0	04
1	20200414090440	s6	70.4	04
0	20200414090545	s5	70.5	04
0	20200414090545	s6	70.5	04
0	20200414090620	s5	71.4	04
0	20200414090621	s6	72.6	04
0	20200414090653	s5	68.3	04
0	20200414090654	s6	68.2	04
0	20200414090953	s5	71.1	04
0	20200414090955	s6	68.6	04
0	20200414091100	s5	68.5	04
0	20200414091100	s6	67.8	04
0	20200414091133	s5	67.2	04
0	20200414091134	s6	67.4	04
0	20200414091206	s5	67.7	04
0	20200414091208	s6	68.3	04
0	20200414091239	s5	66.4	04
0	20200414091241	s6	65.9	04
0	20200414091405	s5	67.1	04
0	20200414091407	s6	66.0	04
0	20200414091446	s5	68.0	04
0	20200414091448	s6	68.2	04
0	20200414091517	s5	64.4	04
0	20200414091519	s6	65.5	04
0	20200414091549	s5	66.5	04
0	20200414091550	s6	66.3	04
0	20200414091704	s5	67.7	04
0	20200414091705	s6	67.0	04
0	20200414091735	s5	69.9	04
0	20200414091736	s6	68.8	04
0	20200414091806	s5	67.9	04
0	20200414091807	s6	67.0	04
0	20200414091839	s5	68.6	04
0	20200414091840	s6	69.7	04
0	20200414092012	s5	69.9	04
0	20200414092014	s6	68.2	04
0	20200414092222	s5	63.8	04
0	20200414092223	s6	64.0	04
0	20200414092253	s5	68.5	04
0	20200414092254	s6	68.0	04
0	20200414092324	s5	70.0	04
0	20200414092326	s6	70.2	04
0	20200414092426	s5	68.1	04
0	20200414092426	s6	67.9	04
0	20200414092457	s5	70.3	04
0	20200414092457	s6	69.5	04
0	20200414092527	s5	68.8	04
0	20200414092528	s6	69.5	04
0	20200414092558	s5	69.7	04
0	20200414092559	s6	69.5	04
0	20200414092700	s5	66.4	04
0	20200414092701	s6	66.0	04
0	20200414092731	s5	68.3	04
0	20200414092732	s6	68.4	04
0	20200414092802	s5	70.0	04
0	20200414092803	s6	70.2	04
0	20200414092833	s5	68.6	04
0	20200414092834	s6	68.4	04
0	20200414093034	s5	67.8	04
0	20200414093035	s6	66.6	04
0	20200414093107	s5	69.0	04
0	20200414093109	s6	68.2	04
0	20200414093141	s5	66.6	04
0	20200414093142	s6	66.9	04
0	20200414093214	s5	65.5	04
0	20200414093215	s6	67.4	04
0	20200414093321	s5	70.1	04
0	20200414093323	s6	69.5	04
0	20200414093354	s5	68.8	04
0	20200414093356	s6	70.4	04
0	20200414093428	s5	67.8	04
0	20200414093430	s6	69.2	04
0	20200414093536	s5	67.3	04
0	20200414093538	s6	66.1	04
0	20200414093654	s5	64.1	04
0	20200414093655	s6	66.1	04
0	20200414093726	s5	65.7	04
0	20200414093728	s6	67.2	04
0	20200414081116	s7	56.6	04
0	20200414081118	s8	56.4	04
0	20200414081154	s7	55.6	04
0	20200414081155	s8	55.2	04
0	20200414081450	s7	59.3	04
0	20200414081451	s8	59.9	04
0	20200414081540	s7	58.7	04
0	20200414081541	s8	58.9	04
0	20200414081613	s7	59.4	04
0	20200414081615	s8	59.0	04
0	20200414081646	s7	58.1	04
0	20200414081647	s8	59.1	04
0	20200414081757	s7	59.7	04
0	20200414081758	s8	59.9	04
0	20200414081909	s7	60.1	04
0	20200414081911	s8	59.4	04
0	20200414081941	s7	57.8	04
0	20200414081942	s8	59.1	04
0	20200414082012	s7	57.1	04
0	20200414082046	s7	57.1	04
0	20200414082118	s8	58.5	04
0	20200414082147	s7	57.6	04
0	20200414082149	s8	58.6	04
0	20200414082219	s7	58.3	04
0	20200414082220	s8	57.9	04
0	20200414082249	s7	68.5	04
0	20200414082251	s8	68.2	04
0	20200414082321	s7	70.1	04
0	20200414082426	s7	66.1	04
0	20200414082427	s8	67.5	04
0	20200414082549	s7	66.1	04
0	20200414082551	s8	67.5	04
0	20200414082620	s7	71.1	04
0	20200414082621	s8	70.8	04
0	20200414082651	s7	66.9	04
0	20200414082652	s8	66.9	04
0	20200414082754	s7	66.0	04
0	20200414082755	s8	65.0	04
0	20200414082825	s7	67.2	04
0	20200414082826	s8	68.3	04
0	20200414082857	s7	69.9	04
0	20200414082858	s8	71.0	04
0	20200414082928	s7	65.6	04
0	20200414082930	s8	65.6	04
0	20200414083030	s7	66.0	04
0	20200414083032	s8	66.7	04
0	20200414083125	s7	69.1	04
0	20200414083127	s8	68.0	04
0	20200414083232	s7	68.0	04
0	20200414083233	s8	66.1	04
0	20200414083313	s7	65.9	04
0	20200414083314	s8	65.7	04
0	20200414083420	s7	61.8	04
0	20200414083420	s8	64.6	04
0	20200414083453	s7	64.6	04
0	20200414083454	s8	64.7	04
0	20200414083527	s7	64.7	04
0	20200414083528	s8	63.0	04
0	20200414083600	s7	64.9	04
0	20200414083601	s8	66.4	04
0	20200414083732	s7	65.8	04
0	20200414083734	s8	63.5	04
0	20200414083806	s7	68.7	04
0	20200414083807	s8	68.2	04
0	20200414083916	s7	66.8	04
0	20200414083917	s8	65.6	04
0	20200414083949	s7	64.4	04
0	20200414083951	s8	63.1	04
0	20200414084057	s7	67.3	04
0	20200414084059	s8	67.9	04
0	20200414084130	s7	67.4	04
0	20200414084131	s8	68.4	04
0	20200414084205	s7	66.9	04
0	20200414084206	s8	65.5	04
0	20200414084237	s7	64.1	04
0	20200414084238	s8	65.8	04
0	20200414084351	s7	66.0	04
0	20200414084352	s8	65.3	04
0	20200414084444	s7	65.7	04
0	20200414084445	s8	66.5	04
0	20200414084518	s7	65.0	04
0	20200414084520	s8	66.3	04
0	20200414084551	s7	63.6	04
0	20200414084553	s8	64.2	04
0	20200414084746	s7	64.7	04
0	20200414084747	s8	64.0	04
